latitude_dd,longitude_dd,vdatum,member_name,site_id,site_no,description,networks,state,county,waterbody,horizontal_datum,priority,zone,horizontal_collection_method,perm_housing_installed,peak_summary_id,member_id,peak_date,is_peak_estimated,is_peak_time_estimated,peak_stage,is_peak_stage_estimated,peak_discharge,is_peak_discharge_estimated,vdatum_id,height_above_gnd,is_hag_estimated,time_zone,aep,aep_lowci,aep_upperci,aep_range,calc_notes,last_updated,last_updated_by,member,data_file,hwms,vertical_datums,Links
28.39027,-96.83914,NAVD88,Jeremy McDowell,20612,TXREF20612,ROAD THAT LEADS TO PIER/BOAT RAMP OFF OF BAY STREET. APPROX 500 FT TO THE RIGHT OF CONVENTION CENTER,,TX,Refugio County,San Antonio Bay,,,,,No,5115,,8/26/2017 5:00:00 PM,1,1,10.66,0,,0,,0,,UTC,,,,,only HWM here,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.457063,-96.409267,NAVD88,Jeremy McDowell,20774,TXCAL20774,ACROSS ROAD FROM BROWN HOUSE,,TX,Calhoun County,Gulf of Mexico,,,,,No,5117,,8/26/2017 5:00:00 PM,1,1,6.12,1,,0,,0,,UTC,,,,,coastal; averaged,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.44864,-96.40318,NAVD88,Jeremy McDowell,20775,TXCAL20775,"CORNER OF PARK AND MAIN. NEAR ""NO VEHICLES BEYOND THIS POINT SIGN.""",,TX,Calhoun County,Gulf of Mexico,,,,,No,5118,,8/26/2017 5:00:00 PM,1,1,5.68,1,,0,,0,,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.43893,-96.4142,NAVD88,Jeremy McDowell,20776,TXCAL20776,AT THE CORNER OF WATER ST AND 13TH AT THE POC FISHING CENTER BOAT RAMP,,TX,Calhoun County,Gulf of Mexico,,,,,No,5119,,8/26/2017 5:00:00 PM,1,1,3.83,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.44199,-96.41255,NAVD88,Jeremy McDowell,20777,TXCAL20777,CORNER OF 10TH AND MAPLE.,,TX,Calhoun County,Gulf of Mexico,,,,,No,5120,,8/26/2017 5:00:00 PM,1,1,3.78,1,,0,,0,,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.42905,-96.43987,NAVD88,Jeremy McDowell,20778,TXCAL20778,AT THE DEAD END OF SCURLOCK STREET. CORNER OF SCURLOCK AND STELLA.,,TX,Calhoun County,Gulf of Mexico,,,,,No,5121,,8/26/2017 5:00:00 PM,1,1,2.73,1,,0,,0,,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.41061,-96.48467,NAVD88,Jeremy McDowell,20825,TXCAL20825,"GATED COMMUNITY, MUST USE SERVICE ENTRANCE AT (N 28.42897)(W 096.48424). ENTRANCE IS MARKED WITH TAPE. TURN AT LIBERTY ARMS BOAT AND RV STORAGE. ONCE ON THIS ROAD, TURN RIGHT AT COMMUNITY BOAT STORAGE.",,TX,Calhoun County,Gulf of Mexico,,,,,No,5122,,8/26/2017 5:00:00 PM,0,0,2.84,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.40971,-96.48402,NAVD88,Jeremy McDowell,20838,TXCAL20838,"GATED COMMUNITY, MUST USE SERVICE ENTRANCE AT (N 28.42897)(W 096.48424). ENTRANCE IS MARKED WITH TAPE. TURN AT LIBERTY ARMS BOAT AND RV STORAGE. ONCE ON THIS ROAD, TURN RIGHT AT COMMUNITY BOAT STORAGE.",,TX,Calhoun County,Gulf of Mexico,,,,,No,5123,,8/26/2017 5:00:00 PM,1,1,3.71,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.41018,-96.4814,NAVD88,Jeremy McDowell,20839,TXCAL20839,"GATED COMMUNITY, MUST USE SERVICE ENTRANCE AT (N 28.42897)(W 096.48424). ENTRANCE IS MARKED WITH TAPE. TURN AT LIBERTY ARMS BOAT AND RV STORAGE. ONCE ON THIS ROAD, TURN RIGHT AT COMMUNITY BOAT STORAGE.",,TX,Calhoun County,Gulf of Mexico,,,,,No,5124,,8/26/2017 5:00:00 PM,1,1,3.24,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.47317,-96.55481,NAVD88,Jeremy McDowell,20840,TXCAL20840,FM 1289 BRIDGE,,TX,Calhoun County,Gulf of Mexico,,,,,No,5125,,8/26/2017 5:00:00 PM,1,1,7.57,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.30927,-95.53909,NAVD88,Kristine Blickenstaff,20779,TXBRA20779,Ramsey Unit prison,,TX,Brazoria County,oyster creek,,,,,No,5126,,9/1/2017 5:00:00 PM,1,1,45.08,1,,0,,1.28,1,UTC,,,,,Average of 3 HWMs.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.55767,-95.55251,NAVD88,Kristine Blickenstaff,20780,TXBRA20780,Lake Olympia middle school,,TX,Brazoria County,oyster creek,,,,,No,5127,,9/2/2017 5:00:00 PM,1,1,63.87,1,,0,,1.72,1,UTC,,,,,Average of 2 HWMs.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.51071,-96.50956,NAVD88,Jeremy McDowell,20841,TXCAL20841,Lasalle Drive,,TX,Calhoun County,Gulf of Mexico,,,,,No,5129,,8/26/2017 5:00:00 PM,1,1,5.45,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.517238,-96.505458,NAVD88,Jeremy McDowell,20842,TXCAL20842,Comal Road,,TX,Calhoun County,Gulf of Mexico,,,,,No,5130,,8/26/2017 5:00:00 PM,1,1,6.19,1,,0,,1.1,,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.512397,-96.48792,NAVD88,Jeremy McDowell,20844,TXCAL20844,AT INDIANOLA MARINA ON A RAISED MOUND OF GRASS.,,TX,Calhoun County,Gulf of Mexico,,,,,No,5131,,8/26/2017 5:00:00 PM,1,1,5.29,1,,0,,2,0,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.526985,-96.508277,NAVD88,Jeremy McDowell,20845,TXCAL20845,"NEAR THE GRANITE STATUE, TX 316",,TX,Calhoun County,Gulf of Mexico,,,,,No,5132,,8/26/2017 5:00:00 PM,1,1,6.39,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.534832,-96.514361,NAVD88,Jeremy McDowell,20846,TXCAL20846,"NEAR BOAT RAMP, N OCEAN DRIVE",,TX,Calhoun County,Gulf of Mexico,,,,,No,5133,,8/26/2017 5:00:00 PM,1,1,6.98,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.553103,-96.523879,NAVD88,Jeremy McDowell,20847,TXCAL20847,1310 N OCEAN DRIVE 77779,,TX,Calhoun County,Gulf of Mexico,,,,,No,5134,,8/26/2017 5:00:00 PM,1,1,6.24,1,,0,,2.3,,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.553108,-96.522815,NAVD88,Jeremy McDowell,20849,TXCAL20849,"BAY SHORE HOTEL MAGNOLIA BEACH
1301 N OCEAN DRIVE",,TX,Calhoun County,Gulf of Mexico,,,,,No,5135,,8/26/2017 5:00:00 PM,1,1,6.58,1,,0,,3.1,,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.560141,-96.538338,NAVD88,Jeremy McDowell,20850,TXCAL20850,N OCEAN DR BRIDGE ALONG BARBED WIRE FENCE.,,TX,Calhoun County,Gulf of Mexico,,,,,No,5136,,8/26/2017 5:00:00 PM,1,1,6.7,1,,0,,3.95,,UTC,,,,,average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.576546,-96.565046,NAVD88,Jeremy McDowell,20852,TXCAL20852,"CORNER OF SANDCASTLE DR AND FANNIN STREET, WHERE FANNIN DEAD ENDS",,TX,Calhoun County,Gulf of Mexico,,,,,No,5137,,8/26/2017 5:00:00 PM,1,1,12.346,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.557954,-96.62019,NAVD88,Jeremy McDowell,20854,TXCAL20854,IN FRONT OF WATER TREATMENT PLANT ON TX 316,,TX,Calhoun County,Gulf of Mexico,,,,,No,5138,,8/26/2017 5:00:00 PM,1,1,15.21,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.570737,-96.638581,NAVD88,Jeremy McDowell,20855,TXCAL20855,"WALL LN, IN FRONT OF GOAT PEN",,TX,Calhoun County,Gulf of Mexico,,,,,No,5139,,8/26/2017 5:00:00 PM,1,1,8.07,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.578457,-96.650356,NAVD88,Jeremy McDowell,20856,TXCAL20856,CHOCOLATE BAY BOAT RAMP ON BUREN ROAD OFF TX 238,,TX,Calhoun County,Gulf of Mexico,,,,,No,5140,,8/26/2017 5:00:00 PM,1,1,8.59,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.591905,-96.644347,NAVD88,Jeremy McDowell,20857,TXCAL20857,LITTLE CHOCOLATE BAYOU ON TX 238 BRIDGE ALSO NAMED WEST AUSTIN STREET,,TX,Calhoun County,Gulf of Mexico,,,,,No,5141,,8/26/2017 5:00:00 PM,1,1,8.64,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.592815,-96.644708,NAVD88,Jeremy McDowell,20859,TXCAL20859,"LITTLE CHOCOLATE BAYOU
224 ARLINE DR 
PORT LAVACA, TX",,TX,Calhoun County,Gulf of Mexico,,,,,No,5142,,8/26/2017 5:00:00 PM,1,1,8.82,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.606824,-96.617577,NAVD88,Jeremy McDowell,20860,TXCAL20860,"EMPTY LOT , S VIRGINIA ST",,TX,Calhoun County,Gulf of Mexico,,,,,No,5143,,8/26/2017 5:00:00 PM,1,1,9.57,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.739352,-96.663501,NAVD88,Jeremy McDowell,21022,TXJAC21022,FM 328,,TX,Jackson County,Gulf of Mexico,,,,,No,5144,,8/26/2017 5:00:00 PM,1,1,10.39,1,,0,,3.25,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.800518,-96.656201,NAVD88,Jeremy McDowell,21033,TXJAC21033,BRIDGE,,TX,Jackson County,Gulf of Mexico,,,,,No,5145,,8/26/2017 5:00:00 PM,1,1,31.158,0,,0,,6.8,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.844957,-96.711747,NAVD88,Jeremy McDowell,21034,TXVIC21034,"Lasalle Road, also called HWY 325 BRIDGE",,TX,Victoria County,Gulf of Mexico,,,,,No,5146,,8/26/2017 5:00:00 PM,1,1,19.54,1,,0,,2.625,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.923029,-96.755046,NAVD88,Jeremy McDowell,21037,TXJAC21037,US 59 BRIDGE,,TX,Jackson County,Gulf of Mexico,,,,,No,5147,,8/26/2017 5:00:00 PM,1,1,59.9,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.91324,-96.774346,NAVD88,Jeremy McDowell,21038,TXVIC21038,US 59 BRIDGE,,TX,Victoria County,Gulf of Mexico,,,,,No,5148,,8/26/2017 5:00:00 PM,1,1,45.25,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.913046,-96.773266,NAVD88,Jeremy McDowell,21042,TXJAC21042,TRAIN BRIDGE adjacent to US 59 bridge,,TX,Jackson County,Gulf of Mexico,,,,,No,5149,,8/26/2017 5:00:00 PM,1,1,45.34,0,,0,,6.1,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.839409,-96.522426,NAVD88,Jeremy McDowell,21046,TXJAC21046,FM 426 CULVERT,,TX,Jackson County,Gulf of Mexico,,,,,No,5150,,8/26/2017 5:00:00 PM,1,1,35.06,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.842034,-96.537235,NAVD88,Jeremy McDowell,21047,TXJAC21047,"COX CREEK BRIDGE ON FM 616, 4 FT SHOULDER",,TX,Jackson County,Gulf of Mexico,,,,,No,5151,,8/26/2017 5:00:00 PM,1,1,31.68,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.823183,-96.54273,NAVD88,Jeremy McDowell,21050,TXJAC21050,WOODEN BRIDGE OVER COX CREEK ON COUNTY ROAD 426,,TX,Jackson County,Gulf of Mexico,,,,,No,5152,,8/26/2017 5:00:00 PM,1,1,31.06,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.643588,-96.547851,NAVD88,Jeremy McDowell,21051,TXCAL21051,"CALHOUN PORT AUTHORITY

STORM SURGE WAS 12-13FT, 3-4 FT OVER CARGO DOCK PER TUG OPERATORS. THE CAPTAIN AND CREW OF TUG WENT THROUGH STORM ON THE BOAT",,TX,Calhoun County,Gulf of Mexico,,,,,No,5153,,8/26/2017 5:00:00 PM,1,1,8.22,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.662283,-96.569313,NAVD88,Jeremy McDowell,21094,TXCAL21094,"INDUSTRIAL MARINA off Fay Road near Point Comfort, TX. HEAD THROUGH RUSTED GATE.",,TX,Calhoun County,Gulf of Mexico,,,,,No,5154,,8/26/2017 5:00:00 PM,1,1,8.59,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.687716,-96.48664,NAVD88,Jeremy McDowell,21096,TXCAL21096,"BRIDGE on FM 2143 east of Point Comfort, TX",,TX,Calhoun County,Gulf of Mexico,,,,,No,5155,,8/26/2017 5:00:00 PM,1,1,7.46,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.637274,-96.457309,NAVD88,Jeremy McDowell,21099,TXCAL21099,"OLIVIA HATERIUS PARK off TX 172 in Olivia, TX",,TX,Calhoun County,Gulf of Mexico,,,,,No,5156,,8/26/2017 5:00:00 PM,1,1,6.89,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.707562,-96.488747,NAVD88,Jeremy McDowell,21101,TXJAC21101,CULVERT on TX 35.,,TX,Jackson County,Gulf of Mexico,,,,,No,5157,,8/26/2017 5:00:00 PM,1,1,15.15,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.712647,-96.475797,NAVD88,Jeremy McDowell,21102,TXJAC21102,KELLER CREEK BRIDGE on TX 35,,TX,Jackson County,Gulf of Mexico,,,,,No,5158,,8/26/2017 5:00:00 PM,1,1,9.2,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.680772,-96.563171,NAVD88,Jeremy McDowell,21103,TXCAL21103,"POINT COMFORT PARK at end of Lamar Street in Point Comfort, TX",,TX,Calhoun County,Gulf of Mexico,,,,,No,5159,,8/26/2017 5:00:00 PM,1,1,8.7,1,,0,,3.2,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.722746,-96.27025,NAVD88,Jeremy McDowell,21154,TXMAT21154,REED CK BRIDGE,,TX,Matagorda County,Gulf of Mexico,,,,,No,5160,,8/26/2017 5:00:00 PM,1,1,7.01,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.7195,-96.25627,NAVD88,Jeremy McDowell,21245,TXMAT21245,ABANDONED HOUSE,,TX,Matagorda County,Unknown,,,,,No,5161,,8/26/2017 5:00:00 PM,1,1,6.58,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
27.83302,-97.06128,NAVD88,Glenn Harwell,20577,TXARA20577,Port Aransas High School Grounds,,TX,Aransas County,Gulf of Mexico,,,,,No,5162,,8/26/2017 12:00:00 PM,1,1,9.89,1,,0,,4.5,1,UTC,,,,,Average,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.38007,-95.49771,NAVD88,Kristine Blickenstaff,20783,TXBRA20783,county road 42 2,,TX,Brazoria County,oyster creek,,,,,No,5163,,9/2/2017 5:00:00 PM,1,1,52.63,1,,0,,2.86,1,UTC,,,,,Average of 3 HWMs was used to create peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
27.82047,-97.0723,NAVD88,Glenn Harwell,20578,TXNUE20578,Electric substation off Highway 361 near Port Aransas,,TX,Nueces County,Gulf of Mexico,,,,,No,5164,,8/26/2017 5:00:00 PM,1,1,11.7,1,,0,,6.17,1,UTC,,,,,Average of all three since no reason to throw out any.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.79972,-96.70123,NAVD88,Jeremy McDowell,21028,TXJAC21028,BENNETT PARK ROAD,,TX,Jackson County,Gulf of Mexico,,,,,No,5165,,8/26/2017 5:00:00 PM,1,1,11.34,1,,0,,3.75,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.70659,-96.23411,NAVD88,Jeremy McDowell,21247,TXMAT21247,SMALL BRIDGE,,TX,Matagorda County,Gulf Mexico,,,,,No,5166,,8/26/2017 5:00:00 PM,1,1,4.24,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.70161,-96.22517,NAVD88,Jeremy McDowell,21248,TXMAT21248,ACROSS THE STREET FROM MARINA,,TX,Matagorda County,Gulf of Mexico,,,,,No,5167,,8/26/2017 5:00:00 PM,1,1,5.64,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.71411,-96.21022,NAVD88,Jeremy McDowell,21249,TXMAT21249,AT PPS AUTO SOLUTIONS,,TX,Matagorda County,Gulf of Mexico,,,,,No,5168,,8/26/2017 5:00:00 PM,1,1,6.05,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.721,-96.20337,NAVD88,Jeremy McDowell,21251,TXMAT21251,E TRES PALACIOS AND BAYSHORE INTERSECTION,,TX,Matagorda County,Gulf of Mexico,,,,,No,5169,,8/26/2017 5:00:00 PM,1,1,8.03,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.72934,-96.20544,NAVD88,Jeremy McDowell,21252,TXMAT21252,ACROSS ROAD FROM BLUE-ROOF HOUSE.,,TX,Matagorda County,Gulf of Mexico,,,,,No,5170,,8/26/2017 5:00:00 PM,1,1,10,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.76322,-96.19306,NAVD88,Jeremy McDowell,21253,TXMAT21253,CASH CK,,TX,Matagorda County,Gulf of Mexico,,,,,No,5171,,8/26/2017 5:00:00 PM,1,1,7.4,0,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.72439,-96.18814,NAVD88,Jeremy McDowell,21254,TXMAT21254,DIRT ROAD NEAR BAY,,TX,Matagorda County,Gulf of Mexico,,,,,No,5172,,8/26/2017 5:00:00 PM,1,1,7.11,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
