ROADWAY_NAME,LATITUDE_IB_CW,LATITUDE_OB_CCW,LONGITUDE_IB_CW,LONGITUDE_OB_CCW,COUNTY_NAME,TOTAL_MINUTES,ENTER_DATE,ENTER_TIME,CLEAR_DATE,CLEAR_TIME,elev_meters,Rainfall,geometry_OB,geometry_IB,distance,Rainfall_Site,geometry,rain_inc_dist,Rainfall_Site_m
BELTWAY 8-NORTH,29.9396,29.9398,-95.4246,-95.4246,Harris,2701,8/27/2017,23:20,8/29/2017,20:21,26.81,235.57,POINT (-95.4246 29.9396),POINT (-95.4246 29.9398),0.0002000000000030866,1.1719900497512437,POINT (-95.4246 29.9396),0.34430698208720556,0.02975124378109453
BELTWAY 8-SOUTH,29.598883,29.598883,-95.353293,-95.353293,Harris,5025,8/26/2017,21:35,8/30/2017,9:20,16.02,235.57,POINT (-95.35329299999999 29.598883),POINT (-95.35329299999999 29.598883),0.0,1.1719900497512437,POINT (-95.35329299999999 29.598883),0.28223941301666766,0.02975124378109453
BELTWAY 8-SOUTH,29.598883,29.598883,-95.353293,-95.353293,Harris,5084,8/26/2017,21:34,8/30/2017,10:18,16.02,235.57,POINT (-95.35329299999999 29.598883),POINT (-95.35329299999999 29.598883),0.0,1.1719900497512437,POINT (-95.35329299999999 29.598883),0.8029793535483977,0.02975124378109453
BELTWAY 8-SOUTH,29.600908,29.600908,-95.228645,-95.228645,Harris,4850,8/26/2017,23:32,8/30/2017,8:22,10.98,235.57,POINT (-95.228645 29.600908),POINT (-95.228645 29.600908),0.0,1.1719900497512437,POINT (-95.228645 29.600908),0.3528065562032637,0.02975124378109453
BELTWAY 8-SOUTH,29.605712,29.605712,-95.477028,-95.477028,Harris,4442,8/27/2017,5:52,8/30/2017,7:54,18.66,235.57,POINT (-95.477028 29.605712),POINT (-95.477028 29.605712),0.0,1.1719900497512437,POINT (-95.477028 29.605712),0.14782253538618176,0.02975124378109453
BELTWAY 8-SOUTH,29.605712,29.605712,-95.477028,-95.477028,Harris,4281,8/27/2017,8:32,8/30/2017,7:53,18.66,235.57,POINT (-95.477028 29.605712),POINT (-95.477028 29.605712),0.0,1.1719900497512437,POINT (-95.477028 29.605712),0.11964815651316829,0.02975124378109453
BELTWAY 8-SOUTH,29.605712,29.605712,-95.477028,-95.477028,Harris,4281,8/27/2017,8:34,8/30/2017,7:55,18.66,235.57,POINT (-95.477028 29.605712),POINT (-95.477028 29.605712),0.0,1.1719900497512437,POINT (-95.477028 29.605712),0.08391040124441658,0.02975124378109453
BELTWAY 8-WEST,29.6261,29.6263,-95.5181,-95.5176,Harris,140,8/26/2017,1:25,8/26/2017,3:45,15.5,235.57,POINT (-95.5181 29.6261),POINT (-95.5176 29.6263),0.000538516480715494,1.1719900497512437,POINT (-95.5181 29.6261),0.23363924637997938,0.02975124378109453
BELTWAY 8-WEST,29.737,29.7369,-95.5575,-95.5577,Harris,1370,8/26/2017,20:52,8/27/2017,19:42,22.51,235.57,POINT (-95.5575 29.737),POINT (-95.5577 29.7369),0.00022360679774310256,1.1719900497512437,POINT (-95.5575 29.737),0.10747673453357952,0.02975124378109453
BELTWAY 8-WEST,29.6535,29.6537,-95.5505,-95.5501,Harris,2351,8/26/2017,21:11,8/28/2017,12:22,21.77,235.57,POINT (-95.5505 29.6535),POINT (-95.5501 29.6537),0.00044721359549891566,1.1719900497512437,POINT (-95.5505 29.6535),0.11189599425358479,0.02975124378109453
BELTWAY 8-WEST,29.6204,29.6207,-95.5085,-95.5084,Harris,90,8/26/2017,21:20,8/26/2017,22:50,20.52,235.57,POINT (-95.5085 29.6204),POINT (-95.50839999999999 29.6207),0.0003162277660172244,1.1719900497512437,POINT (-95.5085 29.6204),0.12310951615533146,0.02975124378109453
BELTWAY 8-WEST,29.832,29.832,-95.5637,-95.5639,Harris,3917,8/26/2017,22:21,8/29/2017,15:38,29.93,235.57,POINT (-95.5637 29.832),POINT (-95.5639 29.832),0.0002000000000066393,1.1719900497512437,POINT (-95.5637 29.832),0.18766254289281595,0.02975124378109453
BELTWAY 8-WEST,29.8673,29.8673,-95.5637,-95.5637,Harris,4923,8/26/2017,22:22,8/30/2017,8:25,31.66,235.57,POINT (-95.5637 29.8673),POINT (-95.5637 29.8673),0.0,1.1719900497512437,POINT (-95.5637 29.8673),0.09227254412877936,0.02975124378109453
BELTWAY 8-WEST,29.832,29.832,-95.5637,-95.5639,Harris,4164,8/26/2017,22:43,8/29/2017,20:07,29.93,235.57,POINT (-95.5637 29.832),POINT (-95.5639 29.832),0.0002000000000066393,1.1719900497512437,POINT (-95.5637 29.832),0.09462767800469683,0.02975124378109453
BELTWAY 8-WEST,29.7477,29.7477,-95.5577,-95.5579,Harris,5635,8/27/2017,11:48,8/31/2017,9:43,22.43,235.57,POINT (-95.5577 29.7477),POINT (-95.5579 29.7477),0.0002000000000066393,1.1719900497512437,POINT (-95.5577 29.7477),0.48281526487882404,0.02975124378109453
BELTWAY 8-WEST,29.8503,29.8503,-95.5637,-95.5639,Harris,813,8/29/2017,15:28,8/30/2017,5:01,30.84,235.57,POINT (-95.5637 29.8503),POINT (-95.5639 29.8503),0.0002000000000066393,1.1719900497512437,POINT (-95.5637 29.8503),0.4830215109081673,0.02975124378109453
BS-290,30.08416,30.08416,-96.03971,-96.03971,Waller,5423,8/27/2017,20:53,8/31/2017,15:16,67.2,7.77,POINT (-96.03971 30.08416),POINT (-96.03971 30.08416),0.0,0.97125,POINT (-96.03971 30.08416),0.21921625408942547,0.025
FM-1092,29.591007,29.591007,-95.564169,-95.564169,Fort_Bend,5584,8/26/2017,21:23,8/30/2017,18:27,21.35,15.15,POINT (-95.56416900000001 29.591007),POINT (-95.56416900000001 29.591007),0.0,0.946875,POINT (-95.56416900000001 29.591007),0.17567265058909656,0.02375
FM-1092,29.591007,29.591007,-95.564169,-95.564169,Fort_Bend,5583,8/26/2017,21:24,8/30/2017,18:27,21.35,15.15,POINT (-95.56416900000001 29.591007),POINT (-95.56416900000001 29.591007),0.0,0.946875,POINT (-95.56416900000001 29.591007),0.2865632312247943,0.02375
FM-1093,29.699102000000003,29.699102000000003,-95.79223,-95.79223,Fort_Bend,2583,8/28/2017,23:29,8/30/2017,18:32,35.72,15.15,POINT (-95.79223 29.699102),POINT (-95.79223 29.699102),0.0,0.946875,POINT (-95.79223 29.699102),0.03388758364062292,0.02375
FM-1093,29.703190000000006,29.703190000000006,-95.7429,-95.7429,Fort_Bend,2582,8/28/2017,23:30,8/30/2017,18:32,30.18,15.15,POINT (-95.74290000000001 29.70319000000001),POINT (-95.74290000000001 29.70319000000001),0.0,0.946875,POINT (-95.74290000000001 29.70319000000001),0.24209559699630692,0.02375
FM-1128,29.5005,29.5005,-95.34189,-95.34189,Brazoria,4970,8/27/2017,20:04,8/31/2017,6:54,17.01,5.31,POINT (-95.34189000000001 29.5005),POINT (-95.34189000000001 29.5005),0.0,0.8849999999999999,POINT (-95.34189000000001 29.5005),0.26809157250835364,0.021666666666666667
FM-1128,29.5005,29.5005,-95.34189,-95.34189,Brazoria,4963,8/27/2017,20:09,8/31/2017,6:52,17.01,5.31,POINT (-95.34189000000001 29.5005),POINT (-95.34189000000001 29.5005),0.0,0.8849999999999999,POINT (-95.34189000000001 29.5005),0.2537587017660705,0.021666666666666667
FM-1458,29.83552,29.83552,-96.03345,-96.03345,Waller,4411,8/28/2017,16:01,8/31/2017,17:32,39.98,7.77,POINT (-96.03345 29.83552),POINT (-96.03345 29.83552),0.0,0.97125,POINT (-96.03345 29.83552),0.2123563530978136,0.025
FM-1458,29.80901,29.80901,-96.09582,-96.09582,Waller,4409,8/28/2017,16:07,8/31/2017,17:36,32.39,7.77,POINT (-96.09582 29.80901),POINT (-96.09582 29.80901),0.0,0.97125,POINT (-96.09582 29.80901),0.5403903761097248,0.025
FM-1459,29.07855,29.07855,-95.6892,-95.6892,Brazoria,5667,8/27/2017,19:17,8/31/2017,17:44,9.34,5.31,POINT (-95.6892 29.07855),POINT (-95.6892 29.07855),0.0,0.8849999999999999,POINT (-95.6892 29.07855),0.6777312612680653,0.021666666666666667
FM-1459,29.07855,29.07855,-95.6892,-95.6892,Brazoria,5668,8/27/2017,19:18,8/31/2017,17:46,9.34,5.31,POINT (-95.6892 29.07855),POINT (-95.6892 29.07855),0.0,0.8849999999999999,POINT (-95.6892 29.07855),0.7668759752821853,0.021666666666666667
FM-1459,29.09771,29.09771,-95.68999,-95.68999,Brazoria,4699,8/28/2017,11:24,8/31/2017,17:43,9.72,5.31,POINT (-95.68998999999999 29.09771),POINT (-95.68998999999999 29.09771),0.0,0.8849999999999999,POINT (-95.68998999999999 29.09771),0.8641102404490922,0.021666666666666667
FM-1462,29.313995,29.313995,-95.716061,-95.716061,Fort_Bend,4657,8/27/2017,12:56,8/30/2017,18:33,18.48,15.15,POINT (-95.716061 29.313995),POINT (-95.716061 29.313995),0.0,0.946875,POINT (-95.716061 29.313995),0.7641165555973765,0.02375
FM-1462,29.313995,29.313995,-95.716061,-95.716061,Fort_Bend,4657,8/27/2017,12:58,8/30/2017,18:35,18.48,15.15,POINT (-95.716061 29.313995),POINT (-95.716061 29.313995),0.0,0.946875,POINT (-95.716061 29.313995),0.7462447162271876,0.02375
FM-1462,29.298226,29.298226,-95.733578,-95.733578,Brazoria,3592,8/29/2017,1:54,8/31/2017,13:46,21.34,5.31,POINT (-95.73357799999999 29.298226),POINT (-95.73357799999999 29.298226),0.0,0.8849999999999999,POINT (-95.73357799999999 29.298226),0.9431439466809912,0.021666666666666667
FM-1463,29.727921,29.727921,-95.846282,-95.846282,Fort_Bend,4011,8/28/2017,23:06,8/31/2017,17:57,41.73,15.15,POINT (-95.846282 29.727921),POINT (-95.846282 29.727921),0.0,0.946875,POINT (-95.846282 29.727921),0.8943221005801085,0.02375
FM-1464,29.662862,29.662862,-95.686577,-95.686577,Fort_Bend,5682,8/26/2017,19:54,8/30/2017,18:36,27.55,15.15,POINT (-95.686577 29.662862),POINT (-95.686577 29.662862),0.0,0.946875,POINT (-95.686577 29.662862),0.4924775811689274,0.02375
FM-1464,29.662862,29.662862,-95.686577,-95.686577,Fort_Bend,5681,8/26/2017,19:56,8/30/2017,18:37,27.55,15.15,POINT (-95.686577 29.662862),POINT (-95.686577 29.662862),0.0,0.946875,POINT (-95.686577 29.662862),0.5521167801624921,0.02375
FM-1488,30.17543,30.17543,-95.87293,-95.87293,Waller,6589,8/27/2017,4:10,8/31/2017,17:59,84.2,7.77,POINT (-95.87293 30.17543),POINT (-95.87293 30.17543),0.0,0.97125,POINT (-95.87293 30.17543),0.8769404323715485,0.025
FM-1488,30.22439791,30.22439143,-95.54742799,-95.54742799,Montgomery,5344,8/27/2017,15:23,8/31/2017,8:27,59.92,7.03,POINT (-95.54742799 30.22439791),POINT (-95.54742799 30.22439143),6.4799999996978386e-06,0.7030000000000001,POINT (-95.54742799 30.22439791),0.797070347421688,0.018
FM-1488,30.10974,30.10974,-96.03252,-96.03252,Waller,4953,8/28/2017,7:28,8/31/2017,18:01,64.0,7.77,POINT (-96.03252000000001 30.10974),POINT (-96.03252000000001 30.10974),0.0,0.97125,POINT (-96.03252000000001 30.10974),1.0952467669434252,0.025
FM-1764,29.40271,29.40271,-95.03284,-95.03284,Galveston,5144,8/27/2017,1:21,8/30/2017,15:05,10.58,38.64,POINT (-95.03283999999999 29.40271),POINT (-95.03283999999999 29.40271),0.0,1.4861538461538462,POINT (-95.03283999999999 29.40271),0.32801324253907804,0.03769230769230769
FM-1887,29.95015,29.95015,-96.03907,-96.03907,Waller,4996,8/28/2017,7:15,8/31/2017,18:31,53.75,7.77,POINT (-96.03907 29.95015),POINT (-96.03907 29.95015),0.0,0.97125,POINT (-96.03907 29.95015),1.0351310684507542,0.025
FM-1887,30.05354,30.05354,-96.08144,-96.08144,Waller,4474,8/28/2017,15:58,8/31/2017,18:32,62.58,7.77,POINT (-96.08144 30.05354),POINT (-96.08144 30.05354),0.0,0.97125,POINT (-96.08144 30.05354),0.8380472803994977,0.025
FM-1887,30.05354,30.05354,-96.08144,-96.08144,Waller,4452,8/28/2017,16:00,8/31/2017,18:12,62.58,7.77,POINT (-96.08144 30.05354),POINT (-96.08144 30.05354),0.0,0.97125,POINT (-96.08144 30.05354),1.0676344967098943,0.025
FM-1960,30.014257,30.014257,-95.4506,-95.4506,Harris,5190,8/27/2017,1:57,8/30/2017,16:27,34.48,235.57,POINT (-95.45059999999999 30.014257),POINT (-95.45059999999999 30.014257),0.0,1.1719900497512437,POINT (-95.45059999999999 30.014257),0.6260572365950187,0.02975124378109453
FM-1960,30.022922,30.022922,-95.089959,-95.089959,Harris,3332,8/28/2017,8:55,8/30/2017,16:27,21.46,235.57,POINT (-95.08995899999999 30.022922),POINT (-95.08995899999999 30.022922),0.0,1.1719900497512437,POINT (-95.08995899999999 30.022922),0.3436218060091606,0.02975124378109453
FM-2090,30.232540000000004,30.232540000000004,-95.16471,-95.16471,Montgomery,433,8/26/2017,8:25,8/26/2017,15:38,31.03,7.03,POINT (-95.16471 30.23254),POINT (-95.16471 30.23254),0.0,0.7030000000000001,POINT (-95.16471 30.23254),0.14774178725058904,0.018
FM-2855,29.87421,29.87421,-95.89059,-95.89059,Waller,4465,8/28/2017,16:13,8/31/2017,18:38,54.69,7.77,POINT (-95.89059 29.87421),POINT (-95.89059 29.87421),0.0,0.97125,POINT (-95.89059 29.87421),0.7478858684318059,0.025
FM-2855,29.87421,29.87421,-95.89059,-95.89059,Waller,4464,8/28/2017,16:14,8/31/2017,18:38,54.69,7.77,POINT (-95.89059 29.87421),POINT (-95.89059 29.87421),0.0,0.97125,POINT (-95.89059 29.87421),0.40347397910991756,0.025
FM-2855,29.78602,29.78602,-95.88961,-95.88961,Waller,4462,8/28/2017,16:19,8/31/2017,18:41,48.02,7.77,POINT (-95.88961 29.78602),POINT (-95.88961 29.78602),0.0,0.97125,POINT (-95.88961 29.78602),0.740337215395801,0.025
FM-2855,29.78602,29.78602,-95.88961,-95.88961,Waller,4460,8/28/2017,16:20,8/31/2017,18:40,48.02,7.77,POINT (-95.88961 29.78602),POINT (-95.88961 29.78602),0.0,0.97125,POINT (-95.88961 29.78602),0.7206986846366514,0.025
FM-2919,29.489656,29.489656,-96.026127,-96.026127,Fort_Bend,4082,8/28/2017,23:02,8/31/2017,19:04,35.21,15.15,POINT (-96.026127 29.489656),POINT (-96.026127 29.489656),0.0,0.946875,POINT (-96.026127 29.489656),1.0312800291215798,0.02375
FM-2920,30.086976,30.086976,-95.65319,-95.65319,Harris,5768,8/26/2017,16:21,8/30/2017,16:29,53.79,235.57,POINT (-95.65319 30.086976),POINT (-95.65319 30.086976),0.0,1.1719900497512437,POINT (-95.65319 30.086976),0.5903418337505741,0.02975124378109453
FM-2920,30.089319,30.089319,-95.645204,-95.645204,Harris,5767,8/26/2017,16:23,8/30/2017,16:30,53.83,235.57,POINT (-95.64520400000001 30.089319),POINT (-95.64520400000001 30.089319),0.0,1.1719900497512437,POINT (-95.64520400000001 30.089319),0.6659799586902115,0.02975124378109453
FM-2920,30.06823,30.06823,-95.781016,-95.781016,Harris,5520,8/26/2017,20:28,8/30/2017,16:28,67.28,235.57,POINT (-95.78101599999999 30.06823),POINT (-95.78101599999999 30.06823),0.0,1.1719900497512437,POINT (-95.78101599999999 30.06823),0.09428533902998164,0.02975124378109453
FM-2920,30.06823,30.06823,-95.781016,-95.781016,Harris,5521,8/26/2017,20:28,8/30/2017,16:29,67.28,235.57,POINT (-95.78101599999999 30.06823),POINT (-95.78101599999999 30.06823),0.0,1.1719900497512437,POINT (-95.78101599999999 30.06823),0.4525157987131438,0.02975124378109453
FM-2977,29.45206,29.45206,-95.790548,-95.790548,Fort_Bend,2621,8/28/2017,23:06,8/30/2017,18:47,23.33,15.15,POINT (-95.790548 29.45206),POINT (-95.790548 29.45206),0.0,0.946875,POINT (-95.790548 29.45206),0.5456944602174368,0.02375
FM-2977,29.475505,29.475505,-95.76467,-95.76467,Fort_Bend,2621,8/28/2017,23:07,8/30/2017,18:48,23.42,15.15,POINT (-95.76467 29.475505),POINT (-95.76467 29.475505),0.0,0.946875,POINT (-95.76467 29.475505),0.5040375654909073,0.02375
FM-362,30.18632,30.18632,-95.9321,-95.9321,Waller,6730,8/27/2017,2:59,8/31/2017,19:09,85.62,7.77,POINT (-95.93210000000001 30.18632),POINT (-95.93210000000001 30.18632),0.0,0.97125,POINT (-95.93210000000001 30.18632),0.5252717405419904,0.025
FM-517,29.46072726,29.46073959,-95.05178991,-95.05178991,Galveston,3753,8/28/2017,0:41,8/30/2017,15:14,3.72,38.64,POINT (-95.05178991 29.46072726),POINT (-95.05178991 29.46073959),1.2330000000559949e-05,1.4861538461538462,POINT (-95.05178991 29.46072726),0.6765413868887865,0.03769230769230769
FM-518,29.533125,29.533125,-95.024913,-95.024913,Galveston,2443,8/28/2017,22:19,8/30/2017,15:02,3.73,38.64,POINT (-95.024913 29.533125),POINT (-95.024913 29.533125),0.0,1.4861538461538462,POINT (-95.024913 29.533125),0.8875936031596928,0.03769230769230769
FM-518,29.533125,29.533125,-95.024913,-95.024913,Galveston,2439,8/28/2017,22:23,8/30/2017,15:02,3.73,38.64,POINT (-95.024913 29.533125),POINT (-95.024913 29.533125),0.0,1.4861538461538462,POINT (-95.024913 29.533125),0.6663993772926314,0.03769230769230769
FM-521,29.43889,29.43889,-95.47662,-95.47662,Brazoria,6179,8/26/2017,23:56,8/31/2017,6:55,18.28,5.31,POINT (-95.47662 29.43889),POINT (-95.47662 29.43889),0.0,0.8849999999999999,POINT (-95.47662 29.43889),0.5546679259809388,0.021666666666666667
FM-521,29.35401,29.35401,-95.46232,-95.46232,Brazoria,3921,8/28/2017,13:33,8/31/2017,6:54,15.56,5.31,POINT (-95.46232000000001 29.35401),POINT (-95.46232000000001 29.35401),0.0,0.8849999999999999,POINT (-95.46232000000001 29.35401),0.681402887934153,0.021666666666666667
FM-522,29.07855,29.07855,-95.6892,-95.6892,Brazoria,4232,8/28/2017,19:18,8/31/2017,17:50,9.34,5.31,POINT (-95.6892 29.07855),POINT (-95.6892 29.07855),0.0,0.8849999999999999,POINT (-95.6892 29.07855),0.9445686190902193,0.021666666666666667
FM-529,29.9122,29.9122,-96.07184,-96.07184,Waller,4271,8/28/2017,15:59,8/31/2017,15:10,51.59,7.77,POINT (-96.07183999999999 29.9122),POINT (-96.07183999999999 29.9122),0.0,0.97125,POINT (-96.07183999999999 29.9122),1.0859500106358453,0.025
FM-529,29.91527,29.91527,-96.11339,-96.11339,Waller,4512,8/28/2017,16:04,8/31/2017,19:16,33.13,7.77,POINT (-96.11339 29.91527),POINT (-96.11339 29.91527),0.0,0.97125,POINT (-96.11339 29.91527),1.7236081006449644,0.025
FM-529,29.87412,29.87412,-95.95993,-95.95993,Waller,4254,8/28/2017,16:14,8/31/2017,15:08,57.52,7.77,POINT (-95.95993 29.87412),POINT (-95.95993 29.87412),0.0,0.97125,POINT (-95.95993 29.87412),1.3845356250382235,0.025
FM-529,29.87425,29.87425,-95.89059,-95.89059,Waller,4583,8/28/2017,16:15,8/31/2017,20:38,54.69,7.77,POINT (-95.89059 29.87425),POINT (-95.89059 29.87425),0.0,0.97125,POINT (-95.89059 29.87425),0.8119893056962065,0.025
HARDY TOLL ROAD,29.965366,29.965366,-95.380081,-95.380081,Harris,4682,8/26/2017,23:04,8/30/2017,5:06,25.49,235.57,POINT (-95.380081 29.965366),POINT (-95.380081 29.965366),0.0,1.1719900497512437,POINT (-95.380081 29.965366),0.4265301402210656,0.02975124378109453
HARDY TOLL ROAD,29.828891,29.828891,-95.354715,-95.354715,Harris,5462,8/26/2017,23:18,8/30/2017,18:20,13.99,235.57,POINT (-95.354715 29.828891),POINT (-95.354715 29.828891),0.0,1.1719900497512437,POINT (-95.354715 29.828891),0.30197440472000003,0.02975124378109453
HARDY TOLL ROAD,29.965366,29.965366,-95.380081,-95.380081,Harris,3821,8/26/2017,23:39,8/29/2017,15:20,25.49,235.57,POINT (-95.380081 29.965366),POINT (-95.380081 29.965366),0.0,1.1719900497512437,POINT (-95.380081 29.965366),0.4484801450644146,0.02975124378109453
HARDY TOLL ROAD,29.828891,29.828891,-95.354715,-95.354715,Harris,5438,8/26/2017,23:41,8/30/2017,18:19,13.99,235.57,POINT (-95.354715 29.828891),POINT (-95.354715 29.828891),0.0,1.1719900497512437,POINT (-95.354715 29.828891),0.9552582013602375,0.02975124378109453
