TXDOT_INCIDENT_ID,ROADWAY_NAME,TXDOT_ROADWAY_DIRECTION,TXDOT_CROSS_STREET_QUAL,CROSS_STREET_NAME,LATITUDE_IB_CW,LATITUDE_OB_CCW,LONGITUDE_IB_CW,LONGITUDE_OB_CCW,COUNTY_NAME,TXDOT_INCIDENT_STATUS,TYPE_HAZMAT_SPILL,TYPE_HEAVY_TRUCK,TYPE_HIGH_WATER,TYPE_ICE_ON_ROADWAY,TYPE_LOST_LOAD,TYPE_ROAD_DEBRIS,TYPE_STALL,TYPE_VEHICLE_FIRE,TYPE_OTHER,TYPE_BUS,TYPE_ACCIDENT,TYPE_CONSTRUCTION,MAP_DISPATCHED,DETECTED_BY,WEATHER_CONDITIONS,WEATHER_RAIN,WEATHER_SNOW_ICE,WEATHER_HAIL,WEATHER_FOG,WEATHER_HIGH_WIND,WEATHER_DUST,WEATHER_SMOKE,WEATHER_OTHER,WEATHER_OTHER_TEXT,VISIBILITY,VERIFIED_CCTV,VERIFIED_COMMERCIAL,VERIFIED_MAP,VERIFIED_METRO,VERIFIED_POLICE_CITY,VERIFIED_POLICE_COUNTY,VERIFIED_POLICE_METRO,VERIFIED_POLICE_STATE,VERIFIED_OTHER,RESPONSE_CITY,RESPONSE_CORONER,RESPONSE_COUNTY,RESPONSE_EMS,RESPONSE_FIREDEPT,RESPONSE_HAZMAT,RESPONSE_HCFCD,RESPONSE_MAP,RESPONSE_METRO,RESPONSE_POLICE_CITY,RESPONSE_POLICE_COUNTY,RESPONSE_POLICE_METRO,RESPONSE_POLICE_STATE,RESPONSE_TXDOT,RESPONSE_WRECKER,VEHICLES_INVOLVED,TXDOT_LANES_AFFECTED,MAINLANES_BLOCKED,FRONTAGE_LANES_BLOCKED,RAMP_LANES_BLOCKED,HOV_LANES_BLOCKED,SHOULDER_LANES_BLOCKED,Date Entered,Time Entered,VERIFICATION_DATE_TIME,CLEARED_D,ATE_TIME
483583,BELTWAY 8-WEST,Southbound,At,LITTLE YORK RD,29.8673,29.8673,-95.5637,-95.5637,Harris,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alternate Lanes,0,3,0,0,0,8/26/2017,22:22:00,8/26/2017 22:21,8/30/2017,8:25:00
483595,BELTWAY 8-WEST,Northbound,At,CLAY DR,29.832,29.832,-95.5637,-95.5639,Harris,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alternate Lanes,0,3,0,0,0,8/26/2017,22:43:00,8/26/2017 22:41,8/29/2017,20:07:00
483791,BELTWAY 8-WEST,Northbound,At,BRIAR FOREST DR,29.7477,29.7477,-95.5577,-95.5579,Harris,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alternate Lanes,0,3,0,0,0,8/27/2017,11:48:00,8/27/2017 11:47,8/31/2017,9:43:00
484027,BELTWAY 8-WEST,Northbound,At,TANNER RD,29.8503,29.8503,-95.5637,-95.5639,Harris,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alternate Lanes,0,0,1,0,0,8/29/2017,15:28:00,8/29/2017 15:28,8/30/2017,5:01:00
483894,BS-290,Eastbound,At,FM-359,30.08416,30.08416,-96.03971,-96.03971,Waller,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,All Main Lanes,0,0,0,0,0,8/27/2017,20:53:00,8/27/2017 21:03,8/31/2017,15:16:00
483539,FM-1092,Northbound,At,5TH ST,29.591007,29.591007,-95.564169,-95.564169,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/26/2017,21:23:00,8/26/2017 21:22,8/30/2017,18:27:00
483542,FM-1092,Southbound,At,5TH ST,29.591007,29.591007,-95.564169,-95.564169,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/26/2017,21:24:00,8/26/2017 21:23,8/30/2017,18:27:00
483994,FM-1093,Eastbound,At,KATY GASTON RD,29.699102,29.699102,-95.79223,-95.79223,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/28/2017,23:29:00,8/28/2017 23:28,8/30/2017,18:32:00
483996,FM-1093,Eastbound,At,S MASON RD,29.70319,29.70319,-95.7429,-95.7429,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/28/2017,23:30:00,8/28/2017 23:29,8/30/2017,18:32:00
483883,FM-1128,Northbound,At,CHOCOLATE BAYOU RD CR 385,29.5005,29.5005,-95.34189,-95.34189,Brazoria,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alternate Lanes,0,0,0,0,0,8/27/2017,20:04:00,8/27/2017 20:03,8/31/2017,6:54:00
483884,FM-1128,Southbound,At,CHOCOLATE BAYOU RD CR 385,29.5005,29.5005,-95.34189,-95.34189,Brazoria,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alternate Lanes,0,0,0,0,0,8/27/2017,20:09:00,8/27/2017 20:07,8/31/2017,6:52:00
483946,FM-1458,Eastbound,At,BULLER RD,29.83552,29.83552,-96.03345,-96.03345,Waller,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/28/2017,16:01:00,8/28/2017 16:06,8/31/2017,17:32:00
483952,FM-1458,Westbound,At,BRAZOS RIVER/WALLER-AUSTIN COUNTY LINE,29.80901,29.80901,-96.09582,-96.09582,Waller,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/28/2017,16:07:00,8/28/2017 16:06,8/31/2017,17:36:00
483870,FM-1459,Northbound,At,FM-522,29.07855,29.07855,-95.6892,-95.6892,Brazoria,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/27/2017,19:17:00,8/27/2017 19:15,8/31/2017,17:44:00
483871,FM-1459,Southbound,At,FM-522,29.07855,29.07855,-95.6892,-95.6892,Brazoria,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/27/2017,19:18:00,8/27/2017 19:18,8/31/2017,17:46:00
483935,FM-1459,Northbound,At,SH-35,29.09771,29.09771,-95.68999,-95.68999,Brazoria,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,All Main Lanes,0,0,0,0,0,8/28/2017,11:24:00,8/28/2017 11:23,8/31/2017,17:43:00
483810,FM-1462,Northbound,At,Nordt Rd,29.313995,29.313995,-95.716061,-95.716061,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alternate Lanes,0,0,0,0,0,8/27/2017,12:56:00,8/27/2017 12:55,8/30/2017,18:33:00
483812,FM-1462,Southbound,At,Nordt Rd,29.313995,29.313995,-95.716061,-95.716061,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alternate Lanes,0,0,0,0,0,8/27/2017,12:58:00,8/27/2017 12:58,8/30/2017,18:35:00
484005,FM-1462,Eastbound,At,SH-36,29.298226,29.298226,-95.733578,-95.733578,Brazoria,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Alternate Lanes,0,0,0,0,0,8/29/2017,1:54:00,8/29/2017 1:52,8/31/2017,13:46:00
483985,FM-1463,Southbound,At,Churchill Farms Blvd/ Cardiff Ranch Dr,29.727921,29.727921,-95.846282,-95.846282,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/28/2017,23:06:00,8/28/2017 23:05,8/31/2017,17:57:00
483509,FM-1464,Northbound,At,W Bellfort Rd,29.662862,29.662862,-95.686577,-95.686577,Fort_Bend,Cleared,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Main Lanes,0,0,0,0,0,8/26/2017,19:54:00,8/26/2017 19:52,8/30/2017,18:36:00
